timestamp,total
"20180606_1954",2816
"20180606_1955",2897
"20180606_1956",2871
"20180606_1957",2928
"20180606_1958",2770
"20180606_1959",2894
"20180606_2000",2825
"20180606_2001",2813
"20180606_2002",2871
"20180606_2003",2880
"20180606_2004",2834
"20180606_2005",2823
"20180606_2006",2732
"20180606_2007",2776
"20180606_2008",2812
"20180606_2009",2816
"20180606_2010",2824
"20180606_2011",2730
"20180606_2012",2709
"20180606_2013",2673
"20180606_2014",2751
"20180606_2015",2754
"20180606_2016",2716
"20180606_2017",2804
"20180606_2018",2676
"20180606_2019",2791
"20180606_2020",2796
"20180606_2021",2668
"20180606_2022",2696
"20180606_2023",2766
"20180606_2024",2705
"20180606_2025",2687
"20180606_2026",2700
"20180606_2027",2694
"20180606_2028",2758
"20180606_2029",2698
"20180606_2030",2913
"20180606_2031",2793
"20180606_2032",2776
"20180606_2033",2748
"20180606_2034",2688
"20180606_2035",2856
"20180606_2036",2702
"20180606_2037",2770
"20180606_2038",2718
"20180606_2039",2765
"20180606_2040",2637
"20180606_2041",2699
"20180606_2042",2695
"20180606_2043",2739
"20180606_2044",2735
"20180606_2045",2650
"20180606_2046",2559
"20180606_2047",2605
"20180606_2048",2647
"20180606_2049",2608
"20180606_2050",2590
"20180606_2051",2715
"20180606_2052",2632
"20180606_2053",2577
"20180606_2054",2545
"20180606_2055",2555
"20180606_2056",2505
"20180606_2057",2480
"20180606_2058",2487
"20180606_2059",2481
"20180606_2100",2548
"20180606_2101",2444
"20180606_2102",2546
"20180606_2103",2587
"20180606_2104",2452
"20180606_2105",2436
"20180606_2106",2435
"20180606_2107",2388
"20180606_2108",2366
"20180606_2109",2415
"20180606_2110",2346
"20180606_2111",2355
"20180606_2112",2292
"20180606_2113",2291
"20180606_2114",2334
"20180606_2115",2330
"20180606_2116",2199
"20180606_2117",2282
"20180606_2118",2384
"20180606_2119",2263
"20180606_2120",2180
"20180606_2121",2135
"20180606_2122",2170
"20180606_2123",2218
"20180606_2124",2261
"20180606_2125",2137
"20180606_2126",2191
"20180606_2127",2214
"20180606_2128",2230
"20180606_2129",2125
"20180606_2130",2089
"20180606_2131",2076
"20180606_2132",2214
"20180606_2133",2049
"20180606_2134",2146
"20180606_2135",2059
"20180606_2136",2063
"20180606_2137",2120
"20180606_2138",1998
"20180606_2139",2060
"20180606_2140",1934
"20180606_2141",1999
"20180606_2142",2030
"20180606_2143",2009
"20180606_2144",1948
"20180606_2145",2016
"20180606_2146",1939
"20180606_2147",1885
"20180606_2148",2066
"20180606_2149",2063
"20180606_2150",1961
"20180606_2151",2022
"20180606_2152",2007
"20180606_2153",1888
"20180606_2154",1949
"20180606_2155",1913
"20180606_2156",1888
"20180606_2157",1947
"20180606_2158",1876
"20180606_2159",1971
"20180606_2200",1936
"20180606_2201",1810
"20180606_2202",1923
"20180606_2203",1839
"20180606_2204",1822
"20180606_2205",1764
"20180606_2206",1778
"20180606_2207",1763
"20180606_2208",1794
"20180606_2209",1819
"20180606_2210",1894
"20180606_2211",1890
"20180606_2212",1922
"20180606_2213",1840
"20180606_2214",1874
"20180606_2215",1902
"20180606_2216",1808
"20180606_2217",1847
"20180606_2218",1857
"20180606_2219",1790
"20180606_2220",1777
"20180606_2221",1826
"20180606_2222",1852
"20180606_2223",1753
"20180606_2224",1734
"20180606_2225",1743
"20180606_2226",1730
"20180606_2227",1715
"20180606_2228",1615
"20180606_2229",1596
"20180606_2230",1484
"20180606_2231",1619
"20180606_2232",1503
"20180606_2233",1483
"20180606_2234",1511
"20180606_2235",1538
"20180606_2236",1478
"20180606_2237",1467
"20180606_2238",1477
"20180606_2239",1406
"20180606_2240",1387
"20180606_2241",1379
"20180606_2242",1367
"20180606_2243",1390
"20180606_2244",1333
"20180606_2245",1336
"20180606_2246",1346
"20180606_2247",1348
"20180606_2248",1365
"20180606_2249",1209
"20180606_2250",1319
"20180606_2251",1328
"20180606_2252",1240
"20180606_2253",1376
"20180606_2254",1436
"20180606_2255",1322
"20180606_2256",1321
"20180606_2257",1276
"20180606_2258",1251
"20180606_2259",1159
"20180606_2300",1252
"20180606_2301",1263
"20180606_2302",1140
"20180606_2303",1197
"20180606_2304",1148
"20180606_2305",1136
"20180606_2306",1135
"20180606_2307",1145
"20180606_2308",1067
"20180606_2309",1104
"20180606_2310",1100
"20180606_2311",1104
"20180606_2312",999
"20180606_2313",1016
"20180606_2314",984
"20180606_2315",1020
"20180606_2316",946
"20180606_2317",1005
"20180606_2318",941
"20180606_2319",881
"20180606_2320",930
"20180606_2321",897
"20180606_2322",897
"20180606_2323",891
"20180606_2324",905
"20180606_2325",855
"20180606_2326",809
"20180606_2327",852
"20180606_2328",892
"20180606_2329",837
"20180606_2330",852
"20180606_2331",839
"20180606_2332",806
"20180606_2333",850
"20180606_2334",843
"20180606_2335",842
"20180606_2336",837
"20180606_2337",753
"20180606_2338",821
"20180606_2339",913
"20180606_2340",971
"20180606_2341",916
"20180606_2342",869
"20180606_2343",888
"20180606_2344",852
"20180606_2345",829
"20180606_2346",777
"20180606_2347",798
"20180606_2348",799
"20180606_2349",777
"20180606_2350",691
"20180606_2351",745
"20180606_2352",732
"20180606_2353",696
"20180606_2354",696
"20180606_2355",680
"20180606_2356",685
"20180606_2357",699
"20180606_2358",586
"20180606_2359",558
"20180607_0000",480
"20180607_0001",524
"20180607_0002",537
"20180607_0003",552
"20180607_0004",508
"20180607_0005",557
"20180607_0006",639
"20180607_0007",554
"20180607_0008",543
"20180607_0009",546
"20180607_0010",514
"20180607_0011",501
"20180607_0012",487
"20180607_0013",462
"20180607_0014",463
"20180607_0015",457
"20180607_0016",430
"20180607_0017",390
"20180607_0018",406
"20180607_0019",410
"20180607_0020",453
"20180607_0021",420
"20180607_0022",402
"20180607_0023",411
"20180607_0024",391
"20180607_0025",392
"20180607_0026",342
"20180607_0027",368
"20180607_0028",377
"20180607_0029",355
"20180607_0030",381
"20180607_0031",364
"20180607_0032",388
"20180607_0033",367
"20180607_0034",366
"20180607_0035",378
"20180607_0036",359
"20180607_0037",318
"20180607_0038",329
"20180607_0039",310
"20180607_0040",294
"20180607_0041",292
"20180607_0042",322
"20180607_0043",320
"20180607_0044",302
"20180607_0045",300
"20180607_0046",333
"20180607_0047",327
"20180607_0048",284
"20180607_0049",293
"20180607_0050",293
"20180607_0051",279
"20180607_0052",287
"20180607_0053",250
"20180607_0054",311
"20180607_0055",296
"20180607_0056",285
"20180607_0057",254
"20180607_0058",251
"20180607_0059",244
"20180607_0100",279
"20180607_0101",247
"20180607_0102",268
"20180607_0103",237
"20180607_0104",246
"20180607_0105",242
"20180607_0106",243
"20180607_0107",249
"20180607_0108",225
"20180607_0109",236
"20180607_0110",249
"20180607_0111",202
"20180607_0112",204
"20180607_0113",224
"20180607_0114",212
"20180607_0115",193
"20180607_0116",211
"20180607_0117",191
"20180607_0118",199
"20180607_0119",198
"20180607_0120",187
"20180607_0121",210
"20180607_0122",179
"20180607_0123",173
"20180607_0124",211
"20180607_0125",189
"20180607_0126",163
"20180607_0127",183
"20180607_0128",192
"20180607_0129",188
"20180607_0130",176
"20180607_0131",192
"20180607_0132",246
"20180607_0133",216
"20180607_0134",166
"20180607_0135",258
"20180607_0136",256
"20180607_0137",259
"20180607_0138",313
"20180607_0139",224
"20180607_0140",266
"20180607_0141",170
"20180607_0142",247
"20180607_0143",212
"20180607_0144",303
"20180607_0145",252
"20180607_0146",249
"20180607_0147",281
"20180607_0148",192
"20180607_0149",284
"20180607_0150",237
"20180607_0151",231
"20180607_0152",201
"20180607_0153",226
"20180607_0154",166
"20180607_0155",243
"20180607_0156",244
"20180607_0157",195
"20180607_0158",224
"20180607_0159",244
"20180607_0200",194
"20180607_0201",174
"20180607_0202",247
"20180607_0203",200
"20180607_0204",231
"20180607_0205",230
"20180607_0206",217
"20180607_0207",147
"20180607_0208",117
"20180607_0209",108
"20180607_0210",122
"20180607_0211",113
"20180607_0212",127
"20180607_0213",112
"20180607_0214",115
"20180607_0215",107
"20180607_0216",104
"20180607_0217",108
"20180607_0218",113
"20180607_0219",115
"20180607_0220",102
"20180607_0221",107
"20180607_0222",103
"20180607_0223",111
"20180607_0224",98
"20180607_0225",105
"20180607_0226",101
"20180607_0227",93
"20180607_0228",106
"20180607_0229",101
"20180607_0230",80
"20180607_0231",91
"20180607_0232",391
"20180607_0233",237
"20180607_0234",107
"20180607_0235",98
"20180607_0236",78
"20180607_0237",89
"20180607_0238",83
"20180607_0239",96
"20180607_0240",79
"20180607_0241",87
"20180607_0242",60
"20180607_0243",73
"20180607_0244",91
"20180607_0245",77
"20180607_0246",101
"20180607_0247",88
"20180607_0248",77
"20180607_0249",80
"20180607_0250",75
"20180607_0251",79
"20180607_0252",69
"20180607_0253",81
"20180607_0254",93
"20180607_0255",87
"20180607_0256",86
"20180607_0257",81
"20180607_0258",74
"20180607_0259",63
"20180607_0300",139
"20180607_0301",117
"20180607_0302",98
"20180607_0303",103
"20180607_0304",92
"20180607_0305",100
"20180607_0306",88
"20180607_0307",98
"20180607_0308",67
"20180607_0309",64
"20180607_0310",70
"20180607_0311",73
"20180607_0312",76
"20180607_0313",114
"20180607_0314",233
"20180607_0315",175
"20180607_0316",193
"20180607_0317",299
"20180607_0318",131
"20180607_0319",56
"20180607_0320",73
"20180607_0321",74
"20180607_0322",61
"20180607_0323",67
"20180607_0324",50
"20180607_0325",72
"20180607_0326",245
"20180607_0327",117
"20180607_0328",58
"20180607_0329",70
"20180607_0330",87
"20180607_0331",54
"20180607_0332",89
"20180607_0333",102
"20180607_0334",91
"20180607_0335",86
"20180607_0336",104
"20180607_0337",60
"20180607_0338",228
"20180607_0339",166
"20180607_0340",207
"20180607_0341",210
"20180607_0342",188
"20180607_0343",179
"20180607_0344",214
"20180607_0345",184
"20180607_0346",186
"20180607_0347",159
"20180607_0348",130
"20180607_0349",166
"20180607_0350",138
"20180607_0351",240
"20180607_0352",105
"20180607_0353",48
"20180607_0354",42
"20180607_0355",56
"20180607_0356",59
"20180607_0357",54
"20180607_0358",72
"20180607_0359",62
"20180607_0400",68
"20180607_0401",74
"20180607_0402",74
"20180607_0403",87
"20180607_0404",68
"20180607_0405",70
"20180607_0406",67
"20180607_0407",52
"20180607_0408",61
"20180607_0409",49
"20180607_0410",47
"20180607_0411",54
"20180607_0412",45
"20180607_0413",44
"20180607_0414",59
"20180607_0415",42
"20180607_0416",52
"20180607_0417",49
"20180607_0418",42
"20180607_0419",50
"20180607_0420",43
"20180607_0421",43
"20180607_0422",45
"20180607_0423",51
"20180607_0424",50
"20180607_0425",62
"20180607_0426",39
"20180607_0427",50
"20180607_0428",46
"20180607_0429",41
"20180607_0430",46
"20180607_0431",90
"20180607_0432",344
"20180607_0433",250
"20180607_0434",274
"20180607_0435",250
"20180607_0436",84
"20180607_0437",84
"20180607_0438",163
"20180607_0439",86
"20180607_0440",47
"20180607_0441",53
"20180607_0442",53
"20180607_0443",52
"20180607_0444",46
"20180607_0445",57
"20180607_0446",49
"20180607_0447",50
"20180607_0448",45
"20180607_0449",60
"20180607_0450",52
"20180607_0451",56
"20180607_0452",67
"20180607_0453",58
"20180607_0454",62
"20180607_0455",59
"20180607_0456",61
"20180607_0457",53
"20180607_0458",46
"20180607_0459",54
"20180607_0500",73
"20180607_0501",69
"20180607_0502",77
"20180607_0503",69
"20180607_0504",51
"20180607_0505",73
"20180607_0506",74
"20180607_0507",72
"20180607_0508",71
"20180607_0509",75
"20180607_0510",41
"20180607_0511",74
"20180607_0512",60
"20180607_0513",61
"20180607_0514",54
"20180607_0515",68
"20180607_0516",65
"20180607_0517",57
"20180607_0518",64
"20180607_0519",63
"20180607_0520",50
"20180607_0521",49
"20180607_0522",73
"20180607_0523",80
"20180607_0524",76
"20180607_0525",73
"20180607_0526",81
"20180607_0527",60
"20180607_0528",61
"20180607_0529",65
"20180607_0530",77
"20180607_0531",76
"20180607_0532",76
"20180607_0533",80
"20180607_0534",98
"20180607_0535",86
"20180607_0536",88
"20180607_0537",93
"20180607_0538",91
"20180607_0539",90
"20180607_0540",90
"20180607_0541",85
"20180607_0542",100
"20180607_0543",88
"20180607_0544",87
"20180607_0545",97
"20180607_0546",88
"20180607_0547",95
"20180607_0548",95
"20180607_0549",111
"20180607_0550",105
"20180607_0551",111
"20180607_0552",132
"20180607_0553",143
"20180607_0554",84
"20180607_0555",116
"20180607_0556",124
"20180607_0557",109
"20180607_0558",126
"20180607_0559",133
"20180607_0600",145
"20180607_0601",161
"20180607_0602",179
"20180607_0603",168
"20180607_0604",159
"20180607_0605",157
"20180607_0606",169
"20180607_0607",148
"20180607_0608",145
"20180607_0609",160
"20180607_0610",159
"20180607_0611",203
"20180607_0612",196
"20180607_0613",191
"20180607_0614",204
"20180607_0615",219
"20180607_0616",227
"20180607_0617",202
"20180607_0618",237
"20180607_0619",232
"20180607_0620",264
"20180607_0621",263
"20180607_0622",254
"20180607_0623",234
"20180607_0624",248
"20180607_0625",273
"20180607_0626",319
"20180607_0627",275
"20180607_0628",325
"20180607_0629",373
"20180607_0630",274
"20180607_0631",322
"20180607_0632",379
"20180607_0633",674
"20180607_0634",680
"20180607_0635",620
"20180607_0636",303
"20180607_0637",360
"20180607_0638",361
"20180607_0639",494
"20180607_0640",647
"20180607_0641",687
"20180607_0642",687
"20180607_0643",627
"20180607_0644",613
"20180607_0645",731
"20180607_0646",682
"20180607_0647",667
"20180607_0648",669
"20180607_0649",676
"20180607_0650",712
"20180607_0651",806
"20180607_0652",746
"20180607_0653",741
"20180607_0654",794
"20180607_0655",727
"20180607_0656",789
"20180607_0657",783
"20180607_0658",771
"20180607_0659",886
"20180607_0700",772
"20180607_0701",769
"20180607_0702",734
"20180607_0703",927
"20180607_0704",895
"20180607_0705",850
"20180607_0706",953
"20180607_0707",828
"20180607_0708",859
"20180607_0709",942
"20180607_0710",877
"20180607_0711",968
"20180607_0712",864
"20180607_0713",826
"20180607_0714",920
"20180607_0715",1024
"20180607_0716",960
"20180607_0717",949
"20180607_0718",1012
"20180607_0719",905
"20180607_0720",1034
"20180607_0721",1165
"20180607_0722",1227
"20180607_0723",1191
"20180607_0724",877
"20180607_0725",895
"20180607_0726",890
"20180607_0727",815
"20180607_0728",852
"20180607_0729",839
"20180607_0730",878
"20180607_0731",928
"20180607_0732",1152
"20180607_0733",1349
"20180607_0734",1061
"20180607_0735",916
"20180607_0736",944
"20180607_0737",941
"20180607_0738",948
"20180607_0739",1012
"20180607_0740",1013
"20180607_0741",1041
"20180607_0742",1022
"20180607_0743",1049
"20180607_0744",994
"20180607_0745",1115
"20180607_0746",1072
"20180607_0747",1054
"20180607_0748",1078
"20180607_0749",1119
"20180607_0750",1155
"20180607_0751",1169
"20180607_0752",1207
"20180607_0753",1197
"20180607_0754",1119
"20180607_0755",1198
"20180607_0756",1208
"20180607_0757",1204
"20180607_0758",1271
"20180607_0759",1189
"20180607_0800",1218
"20180607_0801",1189
"20180607_0802",1329
"20180607_0803",1269
"20180607_0804",1269
"20180607_0805",1259
"20180607_0806",1263
"20180607_0807",1293
"20180607_0808",1339
"20180607_0809",1294
"20180607_0810",1290
"20180607_0811",1292
"20180607_0812",1362
"20180607_0813",1372
"20180607_0814",1365
"20180607_0815",1373
"20180607_0816",1377
"20180607_0817",1415
"20180607_0818",1414
"20180607_0819",1375
"20180607_0820",1383
"20180607_0821",1360
"20180607_0822",1440
"20180607_0823",1457
"20180607_0824",1453
"20180607_0825",1428
"20180607_0826",1482
"20180607_0827",1545
"20180607_0828",1477
"20180607_0829",1496
"20180607_0830",1496
"20180607_0831",1540
"20180607_0832",1606
"20180607_0833",1561
"20180607_0834",1570
"20180607_0835",1656
"20180607_0836",1544
"20180607_0837",1651
"20180607_0838",1516
"20180607_0839",1635
"20180607_0840",1581
"20180607_0841",1630
"20180607_0842",1655
"20180607_0843",1650
"20180607_0844",1651
"20180607_0845",1660
"20180607_0846",1693
"20180607_0847",1745
"20180607_0848",1733
"20180607_0849",1745
"20180607_0850",1791
"20180607_0851",1786
"20180607_0852",1733
"20180607_0853",1835
"20180607_0854",1915
"20180607_0855",1873
"20180607_0856",1758
"20180607_0857",1886
"20180607_0858",1887
"20180607_0859",1839
"20180607_0900",1883
"20180607_0901",1939
"20180607_0902",2027
"20180607_0903",2044
"20180607_0904",1969
"20180607_0905",2073
"20180607_0906",2061
"20180607_0907",2047
"20180607_0908",2054
"20180607_0909",2096
"20180607_0910",1992
"20180607_0911",2046
"20180607_0912",2066
"20180607_0913",2067
"20180607_0914",2067
"20180607_0915",2077
"20180607_0916",2162
"20180607_0917",2079
"20180607_0918",2198
"20180607_0919",2158
"20180607_0920",2134
"20180607_0921",2230
"20180607_0922",2224
"20180607_0923",2168
"20180607_0924",2204
"20180607_0925",2213
"20180607_0926",2247
"20180607_0927",2175
"20180607_0928",2292
"20180607_0929",2263
"20180607_0930",2295
"20180607_0931",2299
"20180607_0932",2369
"20180607_0933",2372
"20180607_0934",2416
"20180607_0935",2422
"20180607_0936",2442
"20180607_0937",2424
"20180607_0938",2415
"20180607_0939",2444
"20180607_0940",2441
"20180607_0941",2458
"20180607_0942",2475
"20180607_0943",2487
"20180607_0944",2373
"20180607_0945",2560
"20180607_0946",2522
"20180607_0947",2441
"20180607_0948",2593
"20180607_0949",2559
"20180607_0950",2518
"20180607_0951",2617
"20180607_0952",2566
"20180607_0953",2752
"20180607_0954",2591
"20180607_0955",2676
"20180607_0956",2582
"20180607_0957",2590
"20180607_0958",2573
"20180607_0959",2621
"20180607_1000",2631
"20180607_1001",2731
"20180607_1002",2731
"20180607_1003",2663
"20180607_1004",2687
"20180607_1005",2657
"20180607_1006",2682
"20180607_1007",2676
"20180607_1008",2707
"20180607_1009",2774
"20180607_1010",2899
"20180607_1011",2802
"20180607_1012",2724
"20180607_1013",2680
"20180607_1014",2714
"20180607_1015",2659
"20180607_1016",2720
"20180607_1017",2735
"20180607_1018",2756
"20180607_1019",2683
"20180607_1020",2709
"20180607_1021",2720
"20180607_1022",2735
"20180607_1023",2728
"20180607_1024",2872
"20180607_1025",2890
"20180607_1026",2718
"20180607_1027",2879
"20180607_1028",2756
"20180607_1029",2805
"20180607_1030",2797
"20180607_1031",2786
"20180607_1032",2860
"20180607_1033",2906
"20180607_1034",2831
"20180607_1035",2899
"20180607_1036",2854
"20180607_1037",2878
"20180607_1038",2761
"20180607_1039",2983
"20180607_1040",2919
"20180607_1041",2948
"20180607_1042",2752
"20180607_1043",2921
"20180607_1044",2980
"20180607_1045",2856
"20180607_1046",2898
"20180607_1047",2849
"20180607_1048",2989
"20180607_1049",2994
"20180607_1050",3052
"20180607_1051",2887
"20180607_1052",3000
"20180607_1053",2885
"20180607_1054",2895
"20180607_1055",2996
"20180607_1056",2873
"20180607_1057",3144
"20180607_1058",3070
"20180607_1059",2947
"20180607_1100",2985
"20180607_1101",3022
"20180607_1102",3112
"20180607_1103",3112
"20180607_1104",3060
"20180607_1105",3174
"20180607_1106",3193
"20180607_1107",3203
"20180607_1108",3213
"20180607_1109",3285
"20180607_1110",3287
"20180607_1111",3238
"20180607_1112",3258
"20180607_1113",3301
"20180607_1114",3204
"20180607_1115",3308
"20180607_1116",3352
"20180607_1117",3264
"20180607_1118",3233
"20180607_1119",3262
"20180607_1120",3325
"20180607_1121",3307
"20180607_1122",3341
"20180607_1123",3318
"20180607_1124",3397
"20180607_1125",3490
"20180607_1126",3463
"20180607_1127",3510
"20180607_1128",3539
"20180607_1129",3564
"20180607_1130",3538
"20180607_1131",3536
"20180607_1132",3593
"20180607_1133",3560
"20180607_1134",3544
"20180607_1135",3575
"20180607_1136",3675
"20180607_1137",3678
"20180607_1138",3693
"20180607_1139",3830
"20180607_1140",3698
"20180607_1141",3806
"20180607_1142",3806
"20180607_1143",3943
"20180607_1144",3841
"20180607_1145",3898
"20180607_1146",3822
"20180607_1147",3961
"20180607_1148",3825
"20180607_1149",4050
"20180607_1150",3877
"20180607_1151",3926
"20180607_1152",3982
"20180607_1153",4051
"20180607_1154",4045
"20180607_1155",4151
"20180607_1156",4055
"20180607_1157",4182
"20180607_1158",4098
"20180607_1159",4081
"20180607_1200",4128
"20180607_1201",4088
"20180607_1202",4249
"20180607_1203",4384
"20180607_1204",4334
"20180607_1205",4377
"20180607_1206",4599
"20180607_1207",4507
"20180607_1208",4412
"20180607_1209",4574
"20180607_1210",4493
"20180607_1211",4520
"20180607_1212",4445
"20180607_1213",4610
"20180607_1214",4502
"20180607_1215",4429
"20180607_1216",4481
"20180607_1217",4443
"20180607_1218",4583
"20180607_1219",4662
"20180607_1220",4559
"20180607_1221",4650
"20180607_1222",4694
"20180607_1223",4675
"20180607_1224",4742
"20180607_1225",4679
"20180607_1226",4362
"20180607_1227",4672
"20180607_1228",4640
"20180607_1229",4609
"20180607_1230",4886
"20180607_1231",4709
"20180607_1232",4789
"20180607_1233",4713
"20180607_1234",4728
"20180607_1235",4980
"20180607_1236",4847
"20180607_1237",4767
"20180607_1238",4734
"20180607_1239",4933
"20180607_1240",4869
"20180607_1241",4806
"20180607_1242",4826
"20180607_1243",4932
"20180607_1244",4935
"20180607_1245",4856
"20180607_1246",4945
"20180607_1247",4611
"20180607_1248",4912
"20180607_1249",4733
"20180607_1250",4855
"20180607_1251",4682
"20180607_1252",4715
"20180607_1253",4777
"20180607_1254",4672
"20180607_1255",4779
"20180607_1256",4767
"20180607_1257",4586
"20180607_1258",4537
"20180607_1259",4620
"20180607_1300",4619
"20180607_1301",4615
"20180607_1302",4500
"20180607_1303",4536
"20180607_1304",4565
"20180607_1305",4364
"20180607_1306",4507
"20180607_1307",4472
"20180607_1308",4399
"20180607_1309",4506
"20180607_1310",4336
"20180607_1311",4403
"20180607_1312",4410
"20180607_1313",4418
"20180607_1314",4400
"20180607_1315",4216
"20180607_1316",3203
"20180607_1317",3654
"20180607_1318",4845
"20180607_1319",4575
"20180607_1320",4356
"20180607_1321",4290
"20180607_1322",4162
"20180607_1323",4230
"20180607_1324",4134
"20180607_1325",4367
"20180607_1326",4252
"20180607_1327",4062
"20180607_1328",4136
"20180607_1329",4006
"20180607_1330",4138
"20180607_1331",3965
"20180607_1332",4123
"20180607_1333",4058
"20180607_1334",3996
"20180607_1335",3896
"20180607_1336",3936
"20180607_1337",4028
"20180607_1338",3884
"20180607_1339",3849
"20180607_1340",3804
"20180607_1341",3962
"20180607_1342",3856
"20180607_1343",3818
"20180607_1344",3869
"20180607_1345",3719
"20180607_1346",3794
"20180607_1347",3826
"20180607_1348",3751
"20180607_1349",3748
"20180607_1350",3788
"20180607_1351",3785
"20180607_1352",3906
"20180607_1353",3888
"20180607_1354",3638
"20180607_1355",3683
"20180607_1356",3544
"20180607_1357",3736
"20180607_1358",3672
"20180607_1359",3639
"20180607_1400",3516
"20180607_1401",3636
"20180607_1402",3689
"20180607_1403",3453
"20180607_1404",3580
"20180607_1405",3617
"20180607_1406",3420
"20180607_1407",3502
"20180607_1408",3477
"20180607_1409",3528
"20180607_1410",3565
"20180607_1411",3435
"20180607_1412",3471
"20180607_1413",3392
"20180607_1414",3416
"20180607_1415",3439
"20180607_1416",3374
"20180607_1417",3306
"20180607_1418",3278
"20180607_1419",3437
"20180607_1420",3334
"20180607_1421",3350
"20180607_1422",3293
"20180607_1423",3319
"20180607_1424",3319
"20180607_1425",3294
"20180607_1426",3347
"20180607_1427",3345
"20180607_1428",3302
"20180607_1429",3199
"20180607_1430",3291
"20180607_1431",3329
"20180607_1432",3266
"20180607_1433",3331
"20180607_1434",3307
"20180607_1435",3225
"20180607_1436",3238
"20180607_1437",3287
"20180607_1438",3203
"20180607_1439",3264
"20180607_1440",3216
"20180607_1441",3331
"20180607_1442",3202
"20180607_1443",3255
"20180607_1444",3242
"20180607_1445",3268
"20180607_1446",3199
"20180607_1447",3210
"20180607_1448",3212
"20180607_1449",3298
"20180607_1450",3273
"20180607_1451",3369
"20180607_1452",3234
"20180607_1453",3210
"20180607_1454",3225
"20180607_1455",3309
"20180607_1456",3390
"20180607_1457",3284
"20180607_1458",3357
"20180607_1459",3378
"20180607_1500",3275
"20180607_1501",3439
"20180607_1502",3272
"20180607_1503",3270
"20180607_1504",3395
"20180607_1505",3369
"20180607_1506",3417
"20180607_1507",3445
"20180607_1508",3410
"20180607_1509",3384
"20180607_1510",3257
"20180607_1511",3260
"20180607_1512",3292
"20180607_1513",3139
"20180607_1514",2963
"20180607_1515",3089
"20180607_1516",3014
"20180607_1517",2943
"20180607_1518",2979
"20180607_1519",2874
"20180607_1520",3226
"20180607_1521",3182
"20180607_1522",3074
"20180607_1523",3050
"20180607_1524",3076
"20180607_1525",2990
"20180607_1526",3094
"20180607_1527",3047
"20180607_1528",3032
"20180607_1529",3067
"20180607_1530",2899
"20180607_1531",3390
"20180607_1532",3181
"20180607_1533",3311
"20180607_1534",3039
"20180607_1535",3277
"20180607_1536",3440
"20180607_1537",3296
"20180607_1538",3241
"20180607_1539",3163
"20180607_1540",3383
"20180607_1541",3203
"20180607_1542",3283
"20180607_1543",3204
"20180607_1544",3420
"20180607_1545",3287
"20180607_1546",3199
"20180607_1547",3286
"20180607_1548",3338
"20180607_1549",3199
"20180607_1550",3204
"20180607_1551",3339
"20180607_1552",3518
"20180607_1553",3900
"20180607_1554",3710
"20180607_1555",3776
"20180607_1556",3623
"20180607_1557",3725
"20180607_1558",3618
"20180607_1559",3604
"20180607_1600",3540
"20180607_1601",3679
"20180607_1602",3697
"20180607_1603",3706
"20180607_1604",3638
"20180607_1605",3653
"20180607_1606",3774
"20180607_1607",3806
"20180607_1608",3750
"20180607_1609",3689
"20180607_1610",3726
"20180607_1611",3599
"20180607_1612",3722
"20180607_1613",3676
"20180607_1614",3737
"20180607_1615",3691
"20180607_1616",3617
"20180607_1617",3654
"20180607_1618",3745
"20180607_1619",3664
"20180607_1620",3643
"20180607_1621",3669
"20180607_1622",3636
"20180607_1623",3611
"20180607_1624",3678
"20180607_1625",3697
"20180607_1626",3827
"20180607_1627",3876
"20180607_1628",3733
"20180607_1629",3742
"20180607_1630",3723
"20180607_1631",3888
"20180607_1632",3861
"20180607_1633",3731
"20180607_1634",3805
"20180607_1635",3933
"20180607_1636",3911
"20180607_1637",3693
"20180607_1638",3907
"20180607_1639",3879
"20180607_1640",3782
"20180607_1641",3887
"20180607_1642",3935
"20180607_1643",3909
"20180607_1644",3905
"20180607_1645",3872
"20180607_1646",3836
"20180607_1647",3848
"20180607_1648",3879
"20180607_1649",3841
"20180607_1650",3859
"20180607_1651",3820
"20180607_1652",3881
"20180607_1653",3872
"20180607_1654",3892
"20180607_1655",3960
"20180607_1656",3892
"20180607_1657",3959
"20180607_1658",3779
"20180607_1659",3950
"20180607_1700",3919
"20180607_1701",3765
"20180607_1702",3989
"20180607_1703",3807
"20180607_1704",4089
"20180607_1705",4099
"20180607_1706",4171
"20180607_1707",4199
"20180607_1708",4043
"20180607_1709",4162
"20180607_1710",4165
"20180607_1711",4139
"20180607_1712",4130
"20180607_1713",4147
"20180607_1714",4166
"20180607_1715",4231
"20180607_1716",4163
"20180607_1717",4167
"20180607_1718",4157
"20180607_1719",4276
"20180607_1720",4474
"20180607_1721",4506
"20180607_1722",4408
"20180607_1723",4308
"20180607_1724",4583
"20180607_1725",4525
"20180607_1726",4482
"20180607_1727",4548
"20180607_1728",4592
"20180607_1729",4315
"20180607_1730",4565
"20180607_1731",4117
"20180607_1732",4403
"20180607_1733",4624
"20180607_1734",4335
"20180607_1735",4575
"20180607_1736",4590
"20180607_1737",4611
"20180607_1738",4623
"20180607_1739",4648
"20180607_1740",4633
"20180607_1741",4647
"20180607_1742",4833
"20180607_1743",4724
"20180607_1744",4663
"20180607_1745",4682
"20180607_1746",4841
"20180607_1747",4743
"20180607_1748",4408
"20180607_1749",4622
"20180607_1750",4488
